frame,time,x,y,heading,v_x,v_y,yaw_rate
327,1642495884.356983,-11.864646,29.574534,1.025206,2.255394,-0.102214,4.040000
328,1642495884.396992,-11.819429,29.652191,1.028173,2.255700,-0.089691,4.230000
329,1642495884.456990,-11.750689,29.769208,1.032886,2.254200,-0.074434,4.450000
330,1642495884.497004,-11.707357,29.843582,1.035678,2.255347,-0.117526,3.890000
331,1642495884.536978,-11.664781,29.923528,1.038122,2.240373,-0.157582,3.390000
332,1642495884.576979,-11.622234,30.002364,1.040565,2.218827,-0.138095,3.690000
333,1642495884.617077,-11.580615,30.080114,1.043358,2.223743,-0.138014,4.100000
334,1642495884.656973,-11.538968,30.158973,1.046150,2.222893,-0.151891,4.060000
335,1642495884.697048,-11.499205,30.234551,1.048943,2.215354,-0.151491,3.910000
336,1642495884.736983,-11.458457,30.313433,1.051735,2.207584,-0.163662,3.910000
337,1642495884.796990,-11.397785,30.431769,1.056099,2.221034,-0.149754,4.390000
338,1642495884.836974,-11.357008,30.511761,1.059240,2.239025,-0.131975,4.630000
339,1642495884.877001,-11.315360,30.590620,1.062382,2.230407,-0.116478,4.620000
340,1642495884.916978,-11.274669,30.667284,1.065698,2.232438,-0.112283,4.490000
341,1642495884.956983,-11.232993,30.747253,1.068665,2.264834,-0.109579,4.210000
342,1642495884.996980,-11.191316,30.827222,1.071632,2.265784,-0.084982,4.210000
343,1642495885.036945,-11.148740,30.907167,1.074425,2.264511,-0.083527,3.790000
344,1642495885.077014,-11.107035,30.988246,1.076694,2.292592,-0.117269,3.000000
345,1642495885.136977,-11.047176,31.109933,1.079137,2.295772,-0.135907,2.260000
346,1642495885.177017,-11.005442,31.192121,1.080882,2.275652,-0.106313,2.620000
347,1642495885.216997,-10.964637,31.273222,1.082977,2.274211,-0.096138,2.930000
348,1642495885.256970,-10.922931,31.354301,1.085071,2.260774,-0.080786,3.080000
349,1642495885.296969,-10.883112,31.432097,1.086817,2.234106,-0.119236,2.420000
350,1642495885.336977,-10.845033,31.512159,1.088387,2.220753,-0.145888,2.040000
351,1642495885.376983,-10.806027,31.593308,1.089784,2.219916,-0.125326,2.170000
352,1642495885.416989,-10.767078,31.672237,1.091354,2.206907,-0.108212,2.320000
353,1642495885.476993,-10.709132,31.789533,1.094147,2.185643,-0.108924,2.520000
354,1642495885.516989,-10.671083,31.868485,1.095892,2.188041,-0.107370,2.530000
355,1642495885.556978,-10.633062,31.946328,1.097812,2.190374,-0.114370,2.670000
356,1642495885.597036,-10.594984,32.026390,1.099732,2.211959,-0.123293,2.790000
357,1642495885.636975,-10.556905,32.106452,1.101826,2.227413,-0.119635,2.980000
358,1642495885.676994,-10.517870,32.188710,1.103921,2.244596,-0.132466,2.930000
359,1642495885.716979,-10.479734,32.270991,1.106015,2.266323,-0.138522,3.040000
360,1642495885.756997,-10.441598,32.353272,1.108284,2.280935,-0.127102,3.290000
361,1642495885.816975,-10.384352,32.478358,1.111600,2.285896,-0.137406,3.190000
362,1642495885.856983,-10.346187,32.561749,1.113869,2.284287,-0.113449,3.180000
363,1642495885.896989,-10.306223,32.645093,1.115964,2.282382,-0.119864,2.890000
364,1642495885.937682,-10.268958,32.728506,1.117534,2.283632,-0.175750,2.030000
365,1642495885.976980,-10.233464,32.813076,1.118931,2.271875,-0.178964,1.940000
366,1642495886.016980,-10.197998,32.896537,1.120327,2.250605,-0.172050,2.200000
367,1642495886.056973,-10.162561,32.978888,1.121898,2.232085,-0.168345,2.300000
368,1642495886.116976,-10.108070,33.101825,1.124516,2.213381,-0.142258,2.740000
369,1642495886.156983,-10.072661,33.183066,1.126435,2.200192,-0.112772,2.970000
370,1642495886.197029,-10.036382,33.263175,1.128530,2.209887,-0.090516,3.030000
371,1642495886.236976,-9.999174,33.344369,1.130624,2.236261,-0.077221,2.850000
372,1642495886.276971,-9.961938,33.426674,1.132544,2.238924,-0.084047,2.390000
373,1642495886.316986,-9.923831,33.507845,1.134115,2.238328,-0.086813,1.960000
374,1642495886.357057,-9.886624,33.589040,1.135337,2.255281,-0.078682,1.810000
375,1642495886.416978,-9.830276,33.714149,1.137082,2.283143,-0.074363,1.690000
376,1642495886.456975,-9.792141,33.796430,1.138304,2.279602,-0.055579,1.800000
377,1642495886.496984,-9.753134,33.877579,1.139700,2.268648,-0.057230,1.810000
378,1642495886.536979,-9.715869,33.960992,1.140747,2.283551,-0.070464,1.590000
379,1642495886.576973,-9.677704,34.044383,1.141794,2.291025,-0.087952,1.250000
380,1642495886.616975,-9.641339,34.127820,1.142493,2.277380,-0.116372,1.040000
381,1642495886.656977,-9.605873,34.211281,1.143191,2.254353,-0.131726,1.010000
382,1642495886.696976,-9.570465,34.292522,1.144238,2.244557,-0.102882,1.550000
383,1642495886.757011,-9.515974,34.415459,1.146158,2.224831,-0.069811,2.270000
384,1642495886.797028,-9.479666,34.496677,1.147903,2.220070,-0.067022,2.420000
385,1642495886.836977,-9.444257,34.577918,1.149474,2.211176,-0.083611,2.160000
386,1642495886.876979,-9.408849,34.659160,1.150870,2.207196,-0.099504,1.790000
387,1642495886.916973,-9.374369,34.739315,1.151917,2.217035,-0.114663,1.510000
388,1642495886.956987,-9.339831,34.821689,1.152965,2.230962,-0.110812,1.470000
389,1642495886.996974,-9.305293,34.904063,1.154186,2.234544,-0.105238,1.620000
390,1642495887.057170,-9.254372,35.028203,1.155757,2.246308,-0.110118,1.710000
391,1642495887.096978,-9.218935,35.110554,1.157153,2.265731,-0.080494,2.200000
392,1642495887.136982,-9.182569,35.193991,1.159073,2.276559,-0.031703,2.960000
393,1642495887.176983,-9.144405,35.277381,1.161342,2.286681,-0.038533,3.060000
394,1642495887.216973,-9.108010,35.361928,1.163262,2.299649,-0.072387,2.490000
395,1642495887.256979,-9.072516,35.446498,1.164658,2.303898,-0.110149,1.730000
396,1642495887.296980,-9.038820,35.531115,1.165531,2.304771,-0.136763,1.210000
397,1642495887.336972,-9.004196,35.616817,1.166578,2.299376,-0.101527,1.680000
398,1642495887.396973,-8.951418,35.743129,1.169022,2.266780,-0.050447,2.620000
399,1642495887.436978,-8.915952,35.826590,1.170592,2.258994,-0.078306,2.230000
400,1642495887.477135,-8.882285,35.910097,1.171814,2.243549,-0.112404,1.540000
401,1642495887.516986,-8.848618,35.993604,1.172861,2.232121,-0.111711,1.340000
402,1642495887.556971,-8.816779,36.076048,1.173734,2.227905,-0.112291,1.340000
403,1642495887.596978,-8.784012,36.159578,1.174781,2.228407,-0.109036,1.420000
404,1642495887.637039,-8.750374,36.241976,1.176003,2.221384,-0.074082,1.870000
405,1642495887.676976,-8.715836,36.324350,1.177399,2.230145,-0.047507,2.220000
406,1642495887.736979,-8.664915,36.448489,1.179843,2.247546,-0.057837,2.180000
407,1642495887.776979,-8.630348,36.531973,1.181413,2.263859,-0.067450,2.030000
408,1642495887.816999,-8.596653,36.616590,1.182810,2.281121,-0.077788,1.760000
409,1642495887.856998,-8.562957,36.701206,1.183857,2.277872,-0.102118,1.200000
410,1642495887.896973,-8.531060,36.785869,1.184555,2.272292,-0.114423,1.160000
411,1642495887.936974,-8.498236,36.871619,1.185602,2.285461,-0.101148,1.390000
412,1642495887.976975,-8.464540,36.956235,1.186649,2.274301,-0.081259,1.800000
413,1642495888.016987,-8.431744,37.040875,1.188046,2.265124,-0.079733,1.950000
414,1642495888.076979,-8.382535,37.168390,1.189965,2.289587,-0.114203,1.670000
415,1642495888.116989,-8.350610,37.254162,1.191013,2.285799,-0.102709,1.630000
416,1642495888.156971,-8.318685,37.339935,1.192234,2.286282,-0.093602,1.790000
417,1642495888.196955,-8.285888,37.424575,1.193631,2.284865,-0.072588,2.170000
418,1642495888.236979,-8.252164,37.510301,1.195376,2.282624,-0.041871,2.370000
419,1642495888.276983,-8.218526,37.592698,1.196947,2.283088,-0.042740,2.250000
420,1642495888.316981,-8.185701,37.678448,1.198169,2.280675,-0.057240,1.790000
421,1642495888.376982,-8.135593,37.805939,1.199565,2.265060,-0.064043,0.990000
422,1642495888.416984,-8.103725,37.889492,1.199914,2.251828,-0.075265,0.640000
423,1642495888.456978,-8.070929,37.974132,1.200437,2.249685,-0.060366,0.910000
424,1642495888.496977,-8.039090,38.056576,1.201136,2.249400,-0.045800,1.060000
425,1642495888.536980,-8.005423,38.140083,1.201834,2.254903,-0.035624,1.150000
426,1642495888.576975,-7.972656,38.223614,1.202706,2.253854,-0.036455,1.270000
427,1642495888.636985,-7.923476,38.350019,1.203754,2.263589,-0.078535,0.650000
428,1642495888.676996,-7.890680,38.434659,1.204277,2.286394,-0.085017,0.500000
429,1642495888.717027,-7.859654,38.520455,1.204801,2.305377,-0.070731,0.690000
430,1642495888.756983,-7.825930,38.606181,1.205499,2.302653,-0.045577,1.250000
431,1642495888.796983,-7.792205,38.691907,1.206546,2.298384,-0.040450,1.500000
432,1642495888.836977,-7.758481,38.777633,1.207593,2.305062,-0.045915,1.330000
433,1642495888.876971,-7.728355,38.863452,1.208291,2.310704,-0.077449,0.710000
434,1642495888.916979,-7.695501,38.950311,1.208641,2.310575,-0.088346,0.330000
435,1642495888.976973,-7.646264,39.078935,1.208990,2.284622,-0.048837,0.580000
436,1642495889.016988,-7.613468,39.163575,1.209513,2.276043,-0.025147,0.900000
437,1642495889.056979,-7.579743,39.249301,1.210037,2.282376,-0.024202,0.650000
438,1642495889.096986,-7.546048,39.333917,1.210211,2.274863,-0.038069,0.170000
439,1642495889.136972,-7.516821,39.419760,1.210211,2.272608,-0.055387,-0.220000
440,1642495889.177002,-7.484025,39.504400,1.209862,2.270470,-0.061794,-0.380000
441,1642495889.217037,-7.451229,39.589039,1.209688,2.265553,-0.058200,-0.270000
442,1642495889.256982,-7.418433,39.673679,1.209688,2.273763,-0.050611,-0.130000
443,1642495889.316979,-7.371023,39.801240,1.209513,2.292506,-0.040989,-0.220000
444,1642495889.356982,-7.337299,39.886966,1.209339,2.303929,-0.056402,-0.550000
445,1642495889.396977,-7.303575,39.972692,1.208990,2.314703,-0.048460,-0.560000
446,1642495889.436983,-7.269821,40.059528,1.208641,2.323613,-0.039818,-0.450000
447,1642495889.476993,-7.235169,40.146340,1.208466,2.345981,-0.034802,-0.350000
448,1642495889.516999,-7.204057,40.235465,1.208291,2.369027,-0.036468,-0.370000
449,1642495889.556975,-7.168476,40.323363,1.208117,2.376500,-0.039720,-0.350000
450,1642495889.596974,-7.133766,40.412394,1.207942,2.362920,-0.039260,-0.340000
451,1642495889.656972,-7.081744,40.544277,1.207593,2.379266,-0.019558,-0.310000
452,1642495889.696976,-7.049704,40.634488,1.207244,2.394569,-0.025143,-0.640000
453,1642495889.736979,-7.014123,40.722386,1.206546,2.368657,-0.010521,-0.970000
454,1642495889.776976,-6.978542,40.810285,1.205499,2.341830,-0.032724,-1.610000
455,1642495889.816986,-6.944789,40.897120,1.204103,2.335971,-0.045546,-2.050000
456,1642495889.856985,-6.910136,40.983933,1.202706,2.323948,-0.013114,-1.840000
457,1642495889.896984,-6.877311,41.069682,1.201485,2.311745,0.027366,-1.480000
458,1642495889.936980,-6.840889,41.155338,1.200263,2.309450,0.015790,-1.770000
459,1642495889.996976,-6.787183,41.282736,1.197819,2.315677,0.001280,-2.290000
460,1642495890.036982,-6.750760,41.368392,1.196249,2.331067,0.001263,-2.500000
461,1642495890.076977,-6.714308,41.455158,1.194503,2.352021,0.003968,-2.540000
462,1642495890.117447,-6.679627,41.543080,1.192933,2.356615,0.019969,-2.440000
463,1642495890.157009,-6.642276,41.629822,1.191187,2.358124,0.024956,-2.490000
464,1642495890.196970,-6.604025,41.716541,1.189442,2.377655,0.013025,-2.720000
465,1642495890.236984,-6.565745,41.804370,1.187522,2.382343,0.017361,-2.860000
466,1642495890.296977,-6.510125,41.936159,1.184555,2.376745,0.030937,-2.870000
467,1642495890.336986,-6.470975,42.022855,1.182635,2.366072,0.031841,-2.930000
468,1642495890.376975,-6.430954,42.108418,1.180541,2.347034,0.048799,-2.810000
469,1642495890.416979,-6.390962,42.192871,1.178621,2.335173,0.054647,-2.740000
470,1642495890.456977,-6.351869,42.277348,1.176526,2.329446,0.030522,-2.880000
471,1642495890.497049,-6.316317,42.364137,1.174432,2.321633,0.009425,-3.130000
472,1642495890.536982,-6.278124,42.448637,1.172163,2.316555,-0.000208,-3.150000
473,1642495890.576981,-6.239031,42.533114,1.170069,2.313723,0.011342,-2.730000
474,1642495890.636975,-6.179957,42.659263,1.167451,2.325409,0.019878,-2.450000
475,1642495890.676983,-6.140893,42.742630,1.165880,2.329639,0.020952,-2.450000
476,1642495890.716981,-6.103513,42.830482,1.163960,2.336783,0.025394,-2.550000
477,1642495890.756979,-6.063521,42.914936,1.162389,2.355379,0.034395,-2.490000
478,1642495890.796985,-6.022600,43.000475,1.160469,2.378925,0.026200,-2.600000
479,1642495890.836992,-5.980780,43.085992,1.158550,2.381949,0.015965,-2.900000
480,1642495890.876987,-5.939831,43.172641,1.156455,2.387177,0.005412,-3.160000
481,1642495890.916982,-5.901552,43.260469,1.154186,2.385460,-0.001429,-3.170000
482,1642495890.976973,-5.839693,43.389877,1.151045,2.374840,0.028661,-2.910000
483,1642495891.016985,-5.797901,43.474284,1.148950,2.359011,0.039584,-2.850000
484,1642495891.056975,-5.755211,43.558667,1.146856,2.347885,0.046282,-3.080000
485,1642495891.096985,-5.712549,43.641941,1.144587,2.351035,0.067026,-3.260000
486,1642495891.136987,-5.670729,43.727458,1.142318,2.342343,0.071225,-3.500000
487,1642495891.176976,-5.626296,43.809576,1.139875,2.340108,0.084216,-3.640000
488,1642495891.216978,-5.581835,43.892803,1.137257,2.348571,0.086391,-3.890000
489,1642495891.256980,-5.537403,43.974921,1.134464,2.340585,0.085871,-3.950000
490,1642495891.316974,-5.472960,44.099821,1.130275,2.323532,0.093110,-4.020000
491,1642495891.356978,-5.428556,44.180829,1.127134,2.331780,0.067630,-4.460000
492,1642495891.397401,-5.384095,44.264057,1.123818,2.346211,0.038665,-5.070000
493,1642495891.436977,-5.339663,44.346175,1.119978,2.354764,0.035578,-5.420000
494,1642495891.476973,-5.295202,44.429402,1.116138,2.356181,0.031467,-5.710000
495,1642495891.516977,-5.254282,44.514942,1.112124,2.367878,0.029669,-5.900000
496,1642495891.556990,-5.208021,44.598123,1.107935,2.382277,0.039439,-5.950000
497,1642495891.597004,-5.161761,44.681304,1.103921,2.373115,0.058080,-5.810000
498,1642495891.656981,-5.090180,44.803798,1.097812,2.367010,0.074949,-5.570000
499,1642495891.696980,-5.045719,44.887025,1.093972,2.368228,0.069873,-5.660000
500,1642495891.736976,-4.997688,44.969050,1.089958,2.368566,0.064837,-5.820000
501,1642495891.776974,-4.948787,45.049942,1.085944,2.349762,0.064231,-5.720000
502,1642495891.816975,-4.900786,45.130858,1.082104,2.340558,0.071549,-5.480000
503,1642495891.857009,-4.851913,45.210640,1.078264,2.338281,0.083215,-5.310000
504,1642495891.897001,-4.804811,45.291579,1.074599,2.332818,0.076622,-5.610000
505,1642495891.936972,-4.755967,45.370252,1.070410,2.330227,0.049055,-6.180000
506,1642495891.996979,-4.682673,45.489371,1.063604,2.328372,0.056115,-6.570000
507,1642495892.036970,-4.632930,45.568021,1.059066,2.323466,0.069078,-6.620000
508,1642495892.076994,-4.583187,45.646670,1.054353,2.334909,0.065601,-6.750000
509,1642495892.116985,-4.533415,45.726429,1.049641,2.354947,0.070930,-6.700000
510,1642495892.156973,-4.481872,45.805033,1.045103,2.356096,0.095588,-6.480000
511,1642495892.197018,-4.428531,45.883589,1.040565,2.359034,0.089209,-6.530000
512,1642495892.236984,-4.376089,45.962169,1.036202,2.362616,0.086308,-6.490000
513,1642495892.296977,-4.295628,46.079992,1.029570,2.373975,0.111959,-6.220000
514,1642495892.336977,-4.240487,46.158502,1.025206,2.374531,0.119092,-6.200000
515,1642495892.377016,-4.185404,46.234793,1.020843,2.373571,0.117834,-6.470000
516,1642495892.416976,-4.129393,46.312170,1.016131,2.376733,0.110898,-6.960000
517,1642495892.457016,-4.073382,46.389547,1.011244,2.374825,0.116138,-7.260000
518,1642495892.496982,-4.019199,46.465862,1.006008,2.368843,0.123247,-7.510000
519,1642495892.537017,-3.962346,46.540996,1.000772,2.362484,0.112936,-7.790000
520,1642495892.596992,-3.876602,46.654242,0.992394,2.362094,0.136951,-7.810000
521,1642495892.636970,-3.817978,46.728221,0.986984,2.350164,0.161282,-7.830000
522,1642495892.676983,-3.758455,46.802176,0.981573,2.357124,0.164920,-8.000000
523,1642495892.716980,-3.699832,46.876155,0.975814,2.367806,0.160426,-8.290000
524,1642495892.756984,-3.639438,46.948977,0.970054,2.372220,0.162551,-8.470000
525,1642495892.796983,-3.578145,47.021777,0.964120,2.378040,0.173068,-8.610000
526,1642495892.836984,-3.515952,47.094553,0.958011,2.382683,0.170655,-8.770000
527,1642495892.876984,-3.453759,47.167329,0.951728,2.391852,0.149879,-9.140000
528,1642495892.936976,-3.360906,47.277059,0.941954,2.393057,0.150095,-9.310000
529,1642495892.976976,-3.297842,47.348703,0.935671,2.382515,0.163361,-9.050000
530,1642495893.016997,-3.233879,47.420323,0.929388,2.392865,0.162608,-8.890000
531,1642495893.057026,-3.169016,47.491919,0.923279,2.393405,0.145789,-9.040000
532,1642495893.097002,-3.105953,47.563563,0.916996,2.376728,0.155530,-8.970000
533,1642495893.136977,-3.040248,47.632917,0.910713,2.376763,0.159011,-8.830000
534,1642495893.177021,-2.975443,47.702295,0.904779,2.365534,0.156981,-8.620000
535,1642495893.216972,-2.909767,47.770540,0.898845,2.361657,0.172288,-8.460000
536,1642495893.277177,-2.810818,47.872340,0.889943,2.353438,0.155223,-8.720000
537,1642495893.316977,-2.742386,47.942734,0.883660,2.357519,0.130086,-9.080000
538,1642495893.356977,-2.676710,48.010979,0.877377,2.362623,0.129873,-9.110000
539,1642495893.396981,-2.610163,48.078091,0.871094,2.353564,0.146828,-8.770000
540,1642495893.436976,-2.542746,48.144071,0.865160,2.359724,0.163788,-8.550000
541,1642495893.476977,-2.474429,48.210027,0.859226,2.359117,0.180157,-8.530000
542,1642495893.516980,-2.402456,48.278109,0.853291,2.361541,0.176881,-8.760000
543,1642495893.556975,-2.333268,48.342932,0.847008,2.373724,0.165559,-9.160000
544,1642495893.616979,-2.228166,48.439022,0.837234,2.370290,0.196615,-9.230000
545,1642495893.656972,-2.156309,48.502666,0.830951,2.373913,0.221469,-9.240000
546,1642495893.696978,-2.081724,48.567349,0.824319,2.385277,0.204691,-9.630000
547,1642495893.736971,-2.009895,48.629884,0.817512,2.379820,0.179743,-10.130000
548,1642495893.776985,-1.938066,48.692418,0.810182,2.367999,0.176116,-10.420000
549,1642495893.816972,-1.865366,48.753819,0.802851,2.369276,0.155925,-10.730000
550,1642495893.856997,-1.793537,48.816354,0.795172,2.381030,0.135708,-10.840000
551,1642495893.896980,-1.718953,48.881037,0.787667,2.388305,0.135527,-10.750000
552,1642495893.956968,-1.609468,48.972573,0.776497,2.362340,0.136663,-10.450000
553,1642495893.996977,-1.536797,49.032865,0.769341,2.342319,0.137064,-10.310000
554,1642495894.036998,-1.463255,49.092024,0.762185,2.345705,0.135095,-10.190000
555,1642495894.076980,-1.389742,49.150074,0.755204,2.338406,0.152212,-9.760000
556,1642495894.116942,-1.312631,49.208030,0.748572,2.331610,0.175903,-9.260000
557,1642495894.156972,-1.237377,49.263814,0.742289,2.329650,0.189691,-9.230000
558,1642495894.196984,-1.162122,49.319598,0.735831,2.333050,0.176656,-9.480000
559,1642495894.236974,-1.086868,49.375383,0.729199,2.334109,0.185262,-9.560000
560,1642495894.296981,-0.969574,49.455614,0.719076,2.337169,0.213271,-9.650000
561,1642495894.336972,-0.891679,49.509109,0.712269,2.358072,0.202310,-9.990000
562,1642495894.376974,-0.813783,49.562604,0.705113,2.366086,0.188444,-10.470000
563,1642495894.416991,-0.735888,49.616099,0.697783,2.343283,0.187411,-10.790000
564,1642495894.456983,-0.658021,49.668485,0.689929,2.329025,0.161266,-11.170000
565,1642495894.496981,-0.579283,49.719738,0.682249,2.333058,0.157297,-11.240000
566,1642495894.536989,-0.501445,49.771014,0.674570,2.331550,0.185916,-10.810000
567,1642495894.576976,-0.421865,49.820025,0.667065,2.310823,0.204503,-10.750000
568,1642495894.636971,-0.304773,49.892489,0.655371,2.275988,0.183028,-11.330000
569,1642495894.677006,-0.225222,49.940390,0.647343,2.272579,0.166131,-11.740000
570,1642495894.716969,-0.147499,49.987229,0.638965,2.262331,0.155940,-11.820000
571,1642495894.756976,-0.069776,50.034067,0.630762,2.260186,0.157221,-11.590000
572,1642495894.796978,0.008818,50.079772,0.622908,2.274095,0.156006,-11.410000
573,1642495894.836973,0.087412,50.125477,0.614879,2.263067,0.137693,-11.370000
574,1642495894.876974,0.166006,50.171183,0.607026,2.259584,0.122880,-11.170000
575,1642495894.916978,0.247299,50.216818,0.599521,2.273433,0.109952,-10.820000
576,1642495894.976975,0.366075,50.284798,0.588874,2.283581,0.138724,-9.610000
577,1642495895.016981,0.447281,50.327105,0.582416,2.266133,0.175387,-9.120000
578,1642495895.056993,0.527588,50.369436,0.575784,2.266894,0.131511,-9.710000
579,1642495895.136976,0.691828,50.455113,0.561647,2.292862,0.149028,-9.930000
580,1642495895.177012,0.773905,50.496287,0.554840,2.279635,0.165801,-9.760000
581,1642495895.216978,0.855954,50.536351,0.548033,2.299012,0.156766,-9.770000
582,1642495895.256979,0.938930,50.577502,0.541052,2.309810,0.165242,-9.940000
583,1642495895.316990,1.067314,50.634131,0.530406,2.302450,0.167830,-10.270000
584,1642495895.356970,1.151133,50.673040,0.523075,2.312015,0.160408,-10.570000
585,1642495895.396977,1.235851,50.711925,0.515570,2.315764,0.144531,-10.820000
586,1642495895.436980,1.319669,50.750834,0.507891,2.313698,0.126158,-11.220000
587,1642495895.476987,1.404330,50.787500,0.500037,2.306685,0.153787,-11.050000
588,1642495895.517003,1.489919,50.825252,0.492357,2.302189,0.144408,-11.200000
589,1642495895.556978,1.574551,50.860809,0.484329,2.296195,0.122196,-11.440000
590,1642495895.597275,1.659183,50.896366,0.476475,2.281661,0.155841,-10.990000
591,1642495895.656977,1.786466,50.945251,0.465130,2.263075,0.185819,-10.830000
592,1642495895.696997,1.872840,50.978543,0.457451,2.268052,0.174673,-10.940000
593,1642495895.736989,1.958256,51.009638,0.449946,2.268233,0.210437,-10.620000
594,1642495895.777282,2.045414,51.038468,0.442615,2.266377,0.226529,-10.300000
595,1642495895.816977,2.131673,51.067321,0.435285,2.270022,0.203141,-10.490000
596,1642495895.857021,2.217932,51.096174,0.427780,2.283165,0.174939,-10.860000
597,1642495895.896983,2.306946,51.127177,0.420275,2.297797,0.167067,-10.850000
598,1642495895.937179,2.394104,51.156006,0.412596,2.298666,0.160181,-10.870000
599,1642495895.996982,2.525741,51.199228,0.401077,2.311349,0.123146,-11.090000
600,1642495896.036969,2.613799,51.228035,0.393572,2.321702,0.132477,-10.830000
601,1642495896.076976,2.702727,51.255708,0.386067,2.331948,0.142584,-10.630000
602,1642495896.117004,2.795282,51.284398,0.378562,2.339288,0.136209,-10.630000
603,1642495896.156971,2.885082,51.310939,0.371232,2.320897,0.157677,-10.490000
604,1642495896.196972,2.974852,51.336371,0.363901,2.308776,0.161309,-10.550000
605,1642495896.236984,3.063694,51.360716,0.356396,2.318595,0.149341,-10.460000
606,1642495896.276978,3.154307,51.383905,0.349415,2.315021,0.183640,-9.880000
607,1642495896.336978,3.293752,51.415822,0.339467,2.291482,0.229101,-9.260000
608,1642495896.376973,3.383379,51.435706,0.332834,2.271319,0.196898,-9.570000
609,1642495896.416975,3.472106,51.455613,0.325853,2.269233,0.162997,-10.060000
610,1642495896.456973,3.560862,51.476630,0.318872,2.283674,0.173676,-9.900000
611,1642495896.496980,3.654987,51.496398,0.312065,2.279123,0.192021,-9.750000
612,1642495896.536974,3.744585,51.515172,0.305084,2.277299,0.179319,-10.070000
613,1642495896.576978,3.834183,51.533947,0.297753,2.296686,0.127391,-10.750000
614,1642495896.616975,3.924709,51.553807,0.290074,2.297410,0.113869,-11.130000
615,1642495896.677013,4.059542,51.581403,0.278555,2.298145,0.136161,-10.600000
616,1642495896.716996,4.155379,51.597795,0.271573,2.308820,0.144636,-10.060000
617,1642495896.756977,4.246719,51.614304,0.264592,2.313311,0.146049,-9.680000
618,1642495896.796980,4.338030,51.629703,0.257960,2.303687,0.139299,-9.580000
619,1642495896.836979,4.428441,51.645126,0.251153,2.295839,0.125501,-9.760000
620,1642495896.876981,4.519781,51.661635,0.244346,2.305367,0.103802,-9.870000
621,1642495896.916986,4.616460,51.675785,0.237714,2.327005,0.108004,-9.460000
622,1642495896.956993,4.708642,51.690052,0.231256,2.318486,0.131909,-8.930000
623,1642495897.016974,4.846000,51.710920,0.221831,2.316414,0.097027,-9.060000
624,1642495897.056980,4.937283,51.725210,0.215548,2.313833,0.082806,-9.260000
625,1642495897.097099,5.034804,51.737118,0.209090,2.309545,0.090361,-9.170000
626,1642495897.136981,5.126029,51.749188,0.202807,2.307110,0.115056,-8.710000
627,1642495897.177077,5.218124,51.760127,0.196873,2.299338,0.138433,-8.360000
628,1642495897.216983,5.309291,51.769978,0.191114,2.279418,0.142576,-8.360000
629,1642495897.256979,5.400459,51.779830,0.185179,2.274389,0.133042,-8.420000
630,1642495897.296983,5.496066,51.787347,0.179245,2.283822,0.133312,-8.570000
631,1642495897.356971,5.633195,51.799339,0.170170,2.273836,0.129950,-8.680000
632,1642495897.396976,5.723405,51.806995,0.164235,2.266528,0.134381,-8.690000
633,1642495897.436977,5.814486,51.813518,0.158127,2.267907,0.135819,-8.670000
634,1642495897.477011,5.904668,51.820065,0.152018,2.272434,0.143780,-8.600000
635,1642495897.516979,6.005615,51.825223,0.146259,2.289045,0.167387,-8.320000
636,1642495897.556972,6.097538,51.829504,0.140499,2.295661,0.178234,-8.100000
637,1642495897.597005,6.189432,51.832675,0.134739,2.301688,0.157619,-8.420000
638,1642495897.636974,6.281384,51.838066,0.128631,2.303960,0.117514,-8.990000
639,1642495897.696981,6.426494,51.845411,0.119031,2.300373,0.091820,-9.050000
640,1642495897.736984,6.519316,51.849668,0.113097,2.306955,0.122135,-8.510000
641,1642495897.776976,6.612082,51.851707,0.107338,2.312574,0.137542,-8.230000
642,1642495897.816978,6.704818,51.852636,0.101578,2.312276,0.154268,-8.300000
643,1642495897.857183,6.796655,51.853589,0.095644,2.314664,0.145712,-8.520000
644,1642495897.896972,6.896588,51.854332,0.089535,2.313136,0.113285,-8.840000
645,1642495897.936975,6.988424,51.855284,0.083427,2.288782,0.122149,-8.700000
646,1642495897.976985,7.080233,51.855127,0.077493,2.292361,0.135871,-8.310000
647,1642495898.036981,7.218787,51.852650,0.068941,2.331727,0.127927,-8.040000
648,1642495898.077019,7.312394,51.852446,0.063530,2.329518,0.113123,-7.870000
649,1642495898.097036,7.365437,51.849962,0.060737,2.334694,0.108917,-7.790000
650,1642495898.156978,7.504920,51.848571,0.052709,2.316361,0.092164,-7.610000
651,1642495898.196980,7.597599,51.847281,0.047298,2.305649,0.083106,-7.610000
652,1642495898.236976,7.690278,51.845991,0.042062,2.311048,0.071243,-7.650000
653,1642495898.277027,7.787368,51.841256,0.036652,2.311960,0.070766,-7.480000
654,1642495898.316977,7.880018,51.838857,0.031590,2.313687,0.078117,-7.330000
655,1642495898.376980,8.018544,51.835270,0.023911,2.326191,0.061634,-7.230000
656,1642495898.416989,8.112065,51.831738,0.019024,2.346024,0.073642,-6.800000
657,1642495898.456972,8.206485,51.828182,0.014486,2.347986,0.087021,-6.240000
658,1642495898.496983,8.299834,51.817993,0.010297,2.326300,0.079959,-6.020000
659,1642495898.536985,8.392456,51.814485,0.006109,2.321773,0.044184,-6.180000
660,1642495898.576985,8.485977,51.810953,0.001571,2.333959,0.027666,-6.340000
