frame,time,x,y,heading,v_x,v_y,yaw_rate
238,1642496181.536980,-19.390274,21.036216,0.731642,1.884092,-0.136078,2.460000
239,1642496181.577179,-19.336722,21.088121,0.733562,1.875500,-0.125628,2.690000
240,1642496181.616977,-19.283142,21.141136,0.735482,1.873513,-0.124040,2.860000
241,1642496181.656982,-19.229591,21.193041,0.737576,1.873029,-0.120789,2.930000
242,1642496181.696970,-19.174211,21.246009,0.739496,1.875189,-0.105956,3.010000
243,1642496181.736986,-19.119760,21.297891,0.741765,1.879296,-0.094084,3.200000
244,1642496181.777024,-19.066180,21.350905,0.744034,1.887188,-0.092261,3.290000
245,1642496181.816973,-19.011729,21.402787,0.746477,1.895612,-0.095045,3.240000
246,1642496181.876976,-18.929517,21.483926,0.749619,1.909957,-0.111527,2.990000
247,1642496181.916977,-18.875008,21.538027,0.751888,1.912890,-0.111528,3.120000
248,1642496181.956985,-18.820500,21.592128,0.754157,1.913867,-0.106503,3.470000
249,1642496181.996975,-18.765992,21.646229,0.756600,1.916663,-0.111803,3.650000
250,1642496182.036973,-18.712354,21.701462,0.759218,1.913678,-0.123676,3.620000
251,1642496182.076980,-18.659616,21.756719,0.761662,1.913437,-0.141620,3.460000
252,1642496182.116980,-18.605949,21.813062,0.764105,1.921298,-0.149128,3.490000
253,1642496182.156969,-18.552312,21.868296,0.766549,1.924031,-0.131041,3.700000
254,1642496182.216984,-18.472712,21.952834,0.770388,1.923654,-0.134247,3.540000
255,1642496182.257015,-18.419974,22.008090,0.772832,1.916189,-0.130155,3.530000
256,1642496182.296971,-18.366307,22.064433,0.775275,1.922158,-0.125530,3.530000
257,1642496182.337058,-18.313540,22.120800,0.777719,1.923830,-0.126500,3.580000
258,1642496182.378820,-18.260774,22.177166,0.780337,1.924908,-0.112275,3.870000
259,1642496182.416971,-18.208007,22.233533,0.783129,1.932285,-0.106915,3.990000
260,1642496182.456984,-18.154340,22.289876,0.785922,1.936828,-0.118487,3.870000
261,1642496182.496971,-18.101574,22.346242,0.788714,1.940708,-0.119430,3.840000
262,1642496182.556975,-18.021916,22.432999,0.792729,1.943288,-0.110916,3.940000
263,1642496182.596988,-17.969149,22.489365,0.795347,1.947870,-0.111442,3.840000
264,1642496182.636976,-17.916354,22.546841,0.798139,1.959486,-0.105858,3.730000
265,1642496182.677027,-17.862630,22.605403,0.800583,1.965963,-0.091782,3.650000
266,1642496182.716978,-17.808935,22.662856,0.803201,1.963318,-0.083857,3.480000
267,1642496182.756968,-17.755240,22.720308,0.805469,1.964423,-0.089993,3.250000
268,1642496182.796978,-17.702444,22.777784,0.807564,1.966178,-0.092916,3.090000
269,1642496182.836978,-17.648720,22.836346,0.809658,1.965195,-0.098729,2.840000
270,1642496182.896976,-17.569933,22.924236,0.812276,1.966932,-0.122546,2.250000
271,1642496182.936990,-17.517080,22.983931,0.813847,1.976251,-0.117074,2.210000
272,1642496182.976972,-17.464256,23.042516,0.815418,1.980976,-0.100392,2.360000
273,1642496183.016974,-17.411403,23.102211,0.817163,1.985254,-0.092559,2.310000
274,1642496183.056979,-17.357650,23.161883,0.818734,1.996352,-0.099688,2.120000
275,1642496183.096971,-17.303898,23.221554,0.819956,2.003832,-0.105485,1.840000
276,1642496183.136976,-17.251045,23.281249,0.821177,2.002849,-0.111567,1.670000
277,1642496183.176986,-17.198163,23.342054,0.822399,2.008846,-0.114564,1.730000
278,1642496183.236973,-17.118391,23.433249,0.824494,2.004898,-0.111935,2.050000
279,1642496183.276979,-17.066437,23.492967,0.825890,1.998159,-0.113661,2.300000
280,1642496183.316985,-17.014426,23.554904,0.827635,1.982493,-0.120044,2.470000
281,1642496183.357011,-16.962473,23.614622,0.829380,1.970108,-0.119969,2.660000
282,1642496183.396973,-16.911419,23.674364,0.831300,1.968922,-0.116252,2.850000
283,1642496183.436988,-16.859465,23.734082,0.833220,1.964097,-0.110589,2.940000
284,1642496183.476987,-16.809311,23.793847,0.835315,1.959909,-0.117316,2.860000
285,1642496183.516985,-16.757300,23.855784,0.837234,1.962130,-0.124778,2.710000
286,1642496183.576983,-16.682054,23.945986,0.839852,1.973181,-0.134635,2.460000
287,1642496183.616980,-16.631842,24.007970,0.841598,1.996830,-0.131998,2.430000
288,1642496183.657069,-16.579831,24.069907,0.843343,2.015084,-0.121801,2.490000
289,1642496183.696975,-16.526891,24.132930,0.845088,2.028240,-0.109718,2.560000
290,1642496183.736979,-16.474880,24.194867,0.847008,2.034930,-0.107549,2.540000
291,1642496183.776981,-16.421941,24.257891,0.848754,2.047582,-0.088327,2.560000
292,1642496183.816974,-16.369002,24.320914,0.850499,2.052243,-0.088711,2.360000
293,1642496183.856983,-16.316091,24.382828,0.852070,2.053132,-0.086146,2.320000
294,1642496183.916973,-16.235333,24.477328,0.854339,2.051450,-0.085160,2.060000
295,1642496183.956983,-16.182394,24.540352,0.855735,2.048328,-0.096701,1.850000
296,1642496183.997260,-16.130354,24.603398,0.856957,2.036910,-0.101406,1.880000
297,1642496184.036979,-16.078315,24.666445,0.858353,2.026935,-0.105682,1.920000
298,1642496184.076973,-16.027174,24.729515,0.859575,2.026829,-0.109604,2.080000
299,1642496184.116986,-15.975135,24.792562,0.861145,2.029274,-0.108375,2.220000
300,1642496184.157007,-15.923995,24.855632,0.862716,2.026736,-0.116035,2.180000
301,1642496184.196981,-15.872854,24.918702,0.864113,2.018864,-0.110293,2.340000
302,1642496184.256970,-15.796594,25.013318,0.866731,2.021892,-0.112587,2.490000
303,1642496184.296985,-15.743568,25.079670,0.868476,2.035826,-0.120686,2.590000
304,1642496184.336983,-15.692428,25.142740,0.870396,2.035978,-0.107558,2.760000
305,1642496184.376976,-15.642159,25.206943,0.872316,2.034620,-0.110173,2.930000
306,1642496184.416986,-15.590990,25.271123,0.874410,2.038292,-0.112703,3.180000
307,1642496184.456968,-15.540720,25.335325,0.876679,2.035473,-0.113329,3.240000
308,1642496184.496972,-15.490451,25.399528,0.878948,2.039069,-0.114079,3.280000
309,1642496184.537044,-15.438354,25.464794,0.881217,2.035601,-0.107678,3.270000
310,1642496184.596974,-15.362935,25.561653,0.884707,2.040747,-0.105781,3.290000
311,1642496184.636979,-15.312666,25.625856,0.886976,2.046036,-0.094949,3.400000
312,1642496184.676986,-15.261497,25.690035,0.889594,2.048102,-0.073049,3.680000
313,1642496184.716986,-15.209400,25.755301,0.892212,2.053785,-0.059274,3.820000
314,1642496184.756984,-15.158231,25.819480,0.894656,2.054513,-0.079088,3.430000
315,1642496184.796982,-15.107933,25.884793,0.896925,2.061748,-0.112058,2.860000
316,1642496184.836969,-15.058506,25.951238,0.898845,2.077772,-0.121955,2.700000
317,1642496184.876987,-15.009050,26.018793,0.900764,2.070887,-0.099571,3.030000
318,1642496184.936973,-14.932674,26.117847,0.904255,2.062179,-0.094134,3.210000
319,1642496184.976969,-14.883275,26.183183,0.906349,2.060273,-0.113576,2.730000
320,1642496185.016977,-14.834748,26.249651,0.908095,2.051855,-0.121016,2.460000
321,1642496185.056971,-14.786220,26.316120,0.909666,2.049762,-0.122354,2.380000
322,1642496185.096949,-14.737692,26.382588,0.911411,2.051632,-0.115002,2.490000
323,1642496185.137000,-14.689164,26.449056,0.913156,2.054455,-0.109658,2.590000
324,1642496185.176981,-14.640636,26.515525,0.915076,2.061186,-0.095592,2.830000
325,1642496185.216981,-14.591209,26.581970,0.916996,2.068056,-0.082903,3.040000
326,1642496185.277051,-14.516604,26.682181,0.920312,2.073440,-0.087481,3.150000
