frame,time,x,y,heading,v_x,v_y,yaw_rate,steer_angle,pedal_acc,pedal_brake,lon_acc
174,1642591598.501191,-33.351223,9.740181,0.630937,0.390864,-0.045114,0.320000,-232.000000,21,0,0.000000
175,1642591598.541199,-33.339242,9.750973,0.631286,0.400967,-0.021500,0.870000,-232.000000,21,0,0.000000
176,1642591598.601188,-33.317222,9.767057,0.632158,0.450597,-0.038113,0.700000,-232.000000,21,0,0.000000
177,1642591598.681173,-33.288648,9.792962,0.632856,0.517883,-0.088918,0.560000,-232.000000,18,0,0.100000
178,1642591598.721197,-33.272083,9.806967,0.633555,0.544376,-0.065418,0.950000,-232.000000,16,0,0.400000
179,1642591598.761195,-33.255518,9.820971,0.634427,0.557654,-0.062663,1.360000,-230.000000,16,0,0.900000
180,1642591598.801188,-33.236197,9.837124,0.635300,0.584195,-0.076194,1.260000,-230.000000,13,0,1.200000
181,1642591598.841334,-33.217804,9.852191,0.636173,0.618529,-0.066535,1.200000,-228.000000,13,0,1.500000
182,1642591598.881209,-33.199354,9.869477,0.636871,0.655964,-0.098151,1.100000,-228.000000,10,0,1.400000
183,1642591598.941189,-33.168023,9.897532,0.638092,0.709449,-0.103839,1.050000,-225.000000,10,0,1.300000
184,1642591599.021183,-33.122012,9.936310,0.639838,0.745226,-0.103531,1.460000,-225.000000,10,0,1.200000
185,1642591599.061200,-33.098079,9.956785,0.640885,0.790616,-0.071469,1.500000,-219.000000,10,0,1.100000
186,1642591599.101193,-33.074116,9.978369,0.641932,0.808823,-0.113269,1.530000,-217.000000,10,0,1.000000
187,1642591599.141201,-33.049226,10.001040,0.642979,0.848947,-0.102443,1.410000,-214.000000,8,0,0.900000
188,1642591599.181223,-33.021665,10.022531,0.644026,0.854258,-0.110151,1.620000,-214.000000,8,0,0.800000
189,1642591599.221184,-32.995847,10.046287,0.645248,0.858799,-0.113300,1.750000,-205.000000,8,0,0.600000
190,1642591599.321233,-32.932228,10.104593,0.648564,0.851754,-0.107289,2.050000,-199.000000,8,0,0.500000
191,1642591599.361324,-32.907337,10.127264,0.649961,0.839227,-0.094381,2.190000,-193.000000,8,0,0.300000
192,1642591599.401190,-32.878877,10.148732,0.651357,0.827957,-0.093099,2.250000,-187.000000,8,0,0.300000
193,1642591599.441200,-32.853987,10.171402,0.652753,0.831777,-0.101709,2.000000,-181.000000,8,0,0.200000
194,1642591599.481186,-32.829996,10.194096,0.653975,0.831211,-0.111300,1.890000,-181.000000,8,0,0.200000
195,1642591599.561216,-32.780215,10.239437,0.656418,0.835195,-0.102620,1.860000,-164.000000,8,0,0.100000
196,1642591599.621338,-32.738903,10.270564,0.658164,0.806951,-0.072576,1.920000,-164.000000,10,0,0.100000
197,1642591599.681188,-32.704759,10.302988,0.660084,0.754102,-0.084307,1.900000,-147.000000,10,0,0.000000
198,1642591599.701185,-32.693706,10.312694,0.660782,0.731539,-0.059568,2.110000,-147.000000,10,0,0.000000
199,1642591599.741197,-32.672499,10.332129,0.662003,0.698205,-0.069494,1.680000,-132.000000,13,0,-0.200000
200,1642591599.821233,-32.629331,10.365428,0.663749,0.630289,-0.077055,1.140000,-132.000000,13,0,-0.300000
201,1642591599.861195,-32.610881,10.382715,0.664447,0.594354,-0.067967,1.080000,-121.000000,13,0,-0.400000
202,1642591599.901211,-32.593388,10.397805,0.665145,0.556786,-0.048761,1.170000,-121.000000,16,0,-0.500000
203,1642591599.962445,-32.569425,10.419389,0.666367,0.514772,-0.036640,1.000000,-111.000000,16,0,-0.700000
204,1642591600.021200,-32.542880,10.436466,0.667065,0.473837,-0.021442,0.720000,-111.000000,18,0,-1.000000
205,1642591600.041187,-32.535540,10.441827,0.667239,0.459319,-0.041709,0.440000,-111.000000,18,0,-1.400000
206,1642591600.121249,-32.508850,10.464451,0.667763,0.430103,-0.023773,0.280000,-111.000000,18,0,-1.600000
207,1642591600.161308,-32.495941,10.476329,0.667938,0.411387,-0.043561,0.180000,-111.000000,18,0,-1.700000
208,1642591600.201198,-32.480419,10.484809,0.668112,0.381158,-0.034231,0.220000,-111.000000,18,0,-1.500000
209,1642591600.241195,-32.469395,10.493406,0.668461,0.347661,0.001877,0.480000,-110.000000,21,0,-1.100000
