0.1581	0.0044	0.8082	0.0069	
0.1581	0.0087	0.8086	0.0137	
0.1581	0.0128	0.8092	0.0204	
0.1581	0.0169	0.8098	0.0269	
0.1581	0.0207	0.8102	0.0331	
0.1581	0.0243	0.8104	0.0391	
0.1581	0.0276	0.8103	0.0447	
0.1581	0.0307	0.8097	0.0501	
0.1581	0.0336	0.8087	0.0551	
0.1581	0.0362	0.8072	0.0598	
0.1581	0.0386	0.8053	0.0642	
0.1581	0.0407	0.8031	0.0683	
