0.5477	0.0073	2.5412	0.0415	
0.5477	0.0156	2.6404	0.0810	
0.5477	0.0256	2.7891	0.1165	
0.5477	0.0377	2.9669	0.1464	
0.5477	0.0519	3.1542	0.1702	
0.5477	0.0678	3.3355	0.1878	
0.5477	0.0848	3.5014	0.2003	
0.5477	0.1022	3.6473	0.2086	
0.5477	0.1194	3.7726	0.2138	
0.5477	0.1360	3.8785	0.2168	
0.5477	0.1519	3.9672	0.2184	
0.5477	0.1668	4.0411	0.2190	
