0.2236	0.0055	0.9058	0.0081	
0.2236	0.0109	0.9072	0.0161	
0.2236	0.0162	0.9092	0.0239	
0.2236	0.0212	0.9118	0.0314	
0.2236	0.0259	0.9145	0.0387	
0.2236	0.0304	0.9173	0.0456	
0.2236	0.0345	0.9198	0.0521	
0.2236	0.0382	0.9220	0.0583	
0.2236	0.0417	0.9238	0.0640	
0.2236	0.0449	0.9251	0.0694	
0.2236	0.0477	0.9260	0.0744	
0.2236	0.0503	0.9265	0.0790	
